Rn,seasonType,leagueId,eventId,date,venueId,attendance,homeTeamId,awayTeamId,homeTeamWinner,awayTeamWinner,homeTeamScore,awayTeamScore,homeTeamShootoutScore,awayTeamShootoutScore,statusId,updateTime
20,12397,670,712536,2024-07-25 20:15:00,5409,0,11995,10318,True,False,3,0,0,0,28,2024-07-26 10:42:47
21,12397,670,712537,2024-07-26 00:00:00,5570,0,5567,10122,True,False,2,0,0,0,28,2024-07-26 10:42:48
22,12397,670,712539,2024-07-26 20:15:00,7698,0,18153,19433,True,False,2,1,0,0,28,2024-07-29 10:42:19
23,12397,670,712540,2024-07-26 23:00:00,5409,0,21819,5570,True,False,2,0,0,0,28,2024-07-27 10:43:00
24,12397,670,712541,2024-07-27 01:30:00,5095,0,2685,2680,True,False,2,1,0,0,28,2024-07-27 10:43:01
25,12397,670,712542,2024-07-27 18:00:00,5414,0,2673,3372,True,False,5,1,0,0,28,2024-07-28 10:43:29
26,12397,670,712543,2024-07-27 20:15:00,8986,0,21314,22168,True,False,2,1,0,0,28,2024-07-28 10:43:29
27,12397,670,712544,2024-07-29 20:00:00,5409,0,21819,11995,False,True,0,2,0,0,28,2024-07-30 06:44:39
28,12397,670,712545,2024-07-30 20:00:00,3004,0,5570,3372,True,False,2,0,0,0,28,2024-07-31 08:12:45
29,12397,670,712546,2024-07-30 20:00:00,5567,0,10318,5567,True,False,1,0,0,0,28,2024-07-31 08:12:45
30,12397,670,712547,2024-07-31 00:30:00,5580,0,2680,11324,True,False,1,0,0,0,28,2024-07-31 08:12:46
31,12397,670,712548,2024-07-31 18:00:00,6089,0,20293,18153,True,False,3,0,0,0,28,2024-08-01 01:06:08
32,12397,670,712549,2024-07-31 20:15:00,9883,0,22168,2673,False,False,3,3,0,0,28,2024-08-01 08:11:23
33,12397,670,712550,2024-08-01 00:30:00,5570,0,19433,21314,True,False,3,2,0,0,28,2024-08-01 08:11:23
34,12397,670,712551,2024-08-01 01:00:00,5569,0,7312,2685,True,False,1,0,0,0,28,2024-08-01 08:11:24
35,12397,670,712552,2024-08-01 20:00:00,7698,0,10122,5267,False,False,1,1,0,0,28,2024-08-03 08:15:32
36,12397,670,712553,2024-08-03 20:00:00,7698,0,18153,2680,False,True,1,3,0,0,28,2024-08-04 08:15:24
37,12397,670,712554,2024-08-03 23:00:00,5409,0,3372,22168,False,False,0,0,0,0,28,2024-08-04 08:15:25
38,12397,670,712555,2024-08-04 01:30:00,5570,0,5567,21819,False,True,0,2,0,0,28,2024-08-04 08:15:26
39,12397,670,712556,2024-08-04 16:00:00,5414,0,2673,19433,True,False,4,0,0,0,28,2024-08-05 08:16:06
40,12397,670,712557,2024-08-04 18:10:00,9474,0,11324,7312,True,False,2,1,0,0,28,2024-08-07 08:17:20
41,12397,670,712558,2024-08-04 20:20:00,8986,0,21314,20293,False,True,1,2,0,0,28,2024-08-05 08:16:07
42,12397,670,712559,2024-08-05 01:00:00,5095,0,2685,10122,True,False,1,0,0,0,28,2024-08-05 08:16:07
43,12397,670,712560,2024-08-05 17:30:00,6089,0,5267,10318,False,False,1,1,0,0,28,2024-08-07 08:17:54
44,12397,670,712561,2024-08-05 23:00:00,5409,0,11995,5570,True,False,3,1,0,0,28,2024-08-07 08:17:55
45,12397,670,715047,2024-08-09 20:00:00,7698,0,10122,11324,True,False,3,1,0,0,28,2024-08-10 08:16:50
46,12397,670,715048,2024-08-10 20:00:00,5409,0,21819,5267,False,True,0,1,0,0,28,2024-08-11 08:16:36
47,12397,670,715049,2024-08-10 20:00:00,3004,0,5570,22168,True,False,2,1,0,0,28,2024-08-12 08:15:49
48,12397,670,715051,2024-08-11 01:15:00,5580,0,2680,21314,False,False,0,0,0,0,28,2024-08-11 08:16:38
49,12397,670,715052,2024-08-11 18:00:00,6089,0,20293,2673,False,False,1,1,0,0,28,2024-08-12 08:16:58
50,12397,670,715053,2024-08-11 20:00:00,5570,0,19433,3372,False,True,1,2,0,0,28,2024-08-12 08:16:59
51,12397,670,715054,2024-08-11 20:15:00,5567,0,10318,2685,False,False,1,1,0,0,28,2024-08-12 08:16:59
52,12397,670,715055,2024-08-11 23:00:00,5409,0,11995,5567,True,False,2,1,0,0,28,2024-08-12 08:17:00
53,12397,670,715291,2024-08-15 18:00:00,6089,0,5267,11995,False,False,1,1,0,0,28,2024-08-16 08:17:17
54,12397,670,715293,2024-08-15 20:15:00,7698,0,18153,10122,False,False,1,1,0,0,28,2024-08-16 08:17:18
55,12397,670,715290,2024-08-16 18:00:00,8986,0,21314,7312,False,False,1,1,0,0,28,2024-08-17 08:19:34
56,12397,670,715294,2024-08-16 20:15:00,5570,0,5567,5570,False,False,2,2,0,0,28,2024-08-17 08:19:35
57,12397,670,715288,2024-08-17 01:30:00,5095,0,2685,21819,True,False,3,1,0,0,28,2024-08-17 08:19:35
58,12397,670,715289,2024-08-17 18:00:00,9474,0,11324,10318,False,True,0,1,0,0,28,2024-08-18 04:20:17
59,12397,670,715292,2024-08-17 20:15:00,5409,0,3372,20293,True,False,1,0,0,0,28,2024-08-18 04:20:17
60,12397,670,715287,2024-08-18 01:00:00,5210,0,2673,2680,False,False,0,0,0,0,28,2024-08-18 04:20:18
61,12397,670,715295,2024-08-18 20:00:00,9883,0,22168,19433,False,False,1,1,0,0,28,2024-08-19 04:20:04
62,12397,670,715304,2024-08-19 20:30:00,5570,0,5567,5267,False,False,0,0,0,0,28,2024-08-20 04:20:22
63,12397,670,715300,2024-08-20 18:00:00,7698,0,10122,21314,False,False,1,1,0,0,28,2024-08-21 04:21:19
64,12397,670,715296,2024-08-20 20:15:00,5567,0,10318,18153,False,False,2,2,0,0,28,2024-08-21 04:21:19
65,12397,670,715301,2024-08-20 22:30:00,5409,0,11995,2685,False,False,1,1,0,0,28,2024-08-21 04:21:19
66,12397,670,715303,2024-08-21 01:30:00,5580,0,2680,3372,True,False,3,0,0,0,28,2024-08-22 04:20:32
67,12397,670,715297,2024-08-21 18:00:00,3004,0,5570,19433,False,True,2,6,0,0,28,2024-08-22 04:20:45
68,12397,670,715302,2024-08-21 18:00:00,6089,0,20293,22168,False,False,1,1,0,0,28,2024-08-22 04:20:45
69,12397,670,715299,2024-08-21 20:15:00,5409,0,21819,11324,True,False,3,1,0,0,28,2024-08-22 04:20:46
70,12397,670,715298,2024-08-22 00:30:00,5569,0,7312,2673,True,False,2,0,0,0,28,2024-08-22 04:20:46
71,12397,670,715320,2024-08-24 17:50:00,6089,0,5267,5570,True,False,2,0,0,0,28,2024-08-25 04:21:23
72,12397,670,715306,2024-08-24 20:20:00,9883,0,22168,2680,False,True,0,1,0,0,28,2024-08-25 04:21:23
73,12397,670,715312,2024-08-25 01:30:00,5095,0,2685,5567,True,False,1,0,0,0,28,2024-08-25 04:21:23
74,12397,670,715310,2024-08-25 16:00:00,5414,0,2673,10122,True,False,4,0,0,0,28,2024-08-26 04:21:58
75,12397,670,715321,2024-08-25 18:15:00,8986,0,21314,10318,True,False,2,1,0,0,28,2024-08-26 04:21:58
76,12397,670,715315,2024-08-25 20:30:00,7698,0,18153,21819,True,False,2,1,0,0,28,2024-08-28 04:20:49
77,12397,670,715316,2024-08-26 01:00:00,5409,0,3372,7312,True,False,3,1,0,0,28,2024-08-26 04:21:59
78,12397,670,715317,2024-08-26 18:00:00,9474,0,11324,11995,False,False,3,3,0,0,28,2024-08-27 04:22:13
79,12397,670,715322,2024-08-27 01:00:00,5570,0,19433,20293,False,False,1,1,0,0,28,2024-08-27 04:22:13
80,12397,670,712538,2024-09-01 18:00:00,9474,0,11324,20293,False,True,1,2,0,0,28,2024-09-02 04:23:06
81,12397,670,715050,2024-09-07 20:15:00,5569,0,7312,18153,True,False,3,0,0,0,28,2024-09-08 04:23:02
82,12397,670,715311,2024-09-13 18:00:00,7698,0,10122,3372,False,True,1,2,0,0,28,2024-09-14 04:20:24
83,12397,670,715305,2024-09-13 20:15:00,5409,0,21819,21314,True,False,1,0,0,0,28,2024-09-14 04:20:24
84,12397,670,715313,2024-09-13 23:00:00,5570,0,5567,11324,True,False,1,0,0,0,28,2024-09-18 04:15:23
85,12397,670,715314,2024-09-14 18:00:00,5409,0,11995,18153,True,False,2,1,0,0,28,2024-09-18 04:18:10
86,12397,670,715308,2024-09-14 20:00:00,3004,0,5570,20293,False,False,0,0,0,0,28,2024-09-15 04:19:40
87,12397,670,715309,2024-09-14 20:15:00,5567,0,10318,2673,False,True,1,2,0,0,28,2024-09-15 04:19:40
88,12397,670,715318,2024-09-15 00:00:00,5580,0,2680,19433,True,False,1,0,0,0,28,2024-09-15 04:19:41
89,12397,670,715319,2024-09-15 18:00:00,6089,0,5267,2685,False,True,0,3,0,0,28,2024-09-16 04:18:44
90,12397,670,715307,2024-09-15 20:15:00,5569,0,7312,22168,True,False,2,0,0,0,28,2024-09-16 04:18:45
91,12397,670,715327,2024-09-17 18:00:00,5414,0,2673,21819,True,False,1,0,0,0,28,2024-09-18 04:21:43
92,12397,670,715323,2024-09-17 20:15:00,8986,0,21314,11995,False,True,1,2,0,0,28,2024-10-09 04:08:34
93,12397,670,715324,2024-09-18 18:00:00,6089,0,20293,2680,True,False,1,0,0,0,28,2024-09-19 04:22:05
94,12397,670,715329,2024-09-18 20:30:00,6528,0,18153,5567,True,False,2,0,0,0,28,2024-10-10 04:07:47
95,12397,670,715330,2024-09-18 23:30:00,5409,0,3372,10318,True,False,3,1,0,0,28,2024-09-19 04:22:06
96,12397,670,715326,2024-09-19 01:30:00,5095,0,2685,5570,True,False,3,0,0,0,28,2024-09-19 04:22:06
97,12397,670,715325,2024-09-19 18:00:00,9474,0,11324,5267,False,True,1,2,0,0,28,2024-09-23 04:17:22
98,12397,670,715328,2024-09-19 20:15:00,9883,0,22168,10122,False,False,1,1,0,0,28,2024-09-23 04:17:23
99,12397,670,715331,2024-09-20 01:00:00,5570,0,19433,7312,False,False,1,1,0,0,28,2024-09-23 04:17:23
100,12397,670,715337,2024-09-21 23:30:00,5409,0,21819,3372,True,False,1,0,0,0,28,2024-10-11 04:07:55
101,12397,670,715335,2024-09-22 01:30:00,3004,0,5570,2680,False,True,0,3,0,0,28,2024-09-23 04:20:27
102,12397,670,715339,2024-09-22 20:00:00,5409,0,11995,2673,False,False,1,1,0,0,28,2024-09-26 04:22:30
103,12397,670,715336,2024-09-22 22:30:00,5095,0,2685,11324,True,False,1,0,0,0,28,2024-09-24 04:22:15
104,12397,670,715338,2024-09-23 01:00:00,5570,0,5567,21314,False,False,0,0,0,0,28,2024-09-24 04:22:15
105,12397,670,715332,2024-09-23 18:00:00,6089,0,5267,18153,True,False,1,0,0,0,28,2024-10-11 04:07:55
106,12397,670,715334,2024-09-23 22:30:00,5567,0,10318,22168,True,False,3,1,0,0,28,2024-09-24 04:23:13
107,12397,670,715340,2024-09-24 01:00:00,5569,0,7312,20293,False,False,0,0,0,0,28,2024-09-24 04:23:13
108,12397,670,715333,2024-09-24 20:00:00,7698,0,10122,19433,True,False,2,0,0,0,28,2024-09-25 04:22:41
109,12397,670,715343,2024-09-27 18:00:00,9474,0,11324,5570,False,True,0,2,0,0,28,2024-09-28 04:25:41
110,12397,670,715348,2024-09-28 20:00:00,8986,0,21314,5267,False,True,0,1,0,0,28,2024-09-29 04:24:21
111,12397,670,715347,2024-09-28 22:30:00,5409,0,3372,11995,False,True,1,2,0,0,28,2024-09-29 04:24:21
112,12397,670,715349,2024-09-29 01:30:00,5580,0,2680,7312,False,False,1,1,0,0,28,2024-09-29 04:24:22
113,12397,670,715344,2024-09-29 16:00:00,5414,0,2673,5567,True,False,4,1,0,0,28,2024-09-30 04:23:40
114,12397,670,715345,2024-09-29 18:15:00,9883,0,22168,21819,True,False,1,0,0,0,28,2024-09-30 04:23:41
115,12397,670,715341,2024-09-29 20:00:00,5570,0,19433,10318,False,True,1,2,0,0,28,2024-09-30 04:23:41
116,12397,670,715346,2024-09-29 20:30:00,6528,0,18153,2685,False,True,0,2,0,0,28,2024-09-30 04:23:42
117,12397,670,715342,2024-09-30 18:00:00,6547,0,20293,10122,True,False,4,0,0,0,28,2024-10-01 04:23:37
118,12397,670,715354,2024-10-17 18:00:00,9474,0,11324,18153,True,False,3,2,0,0,28,2024-10-19 04:31:44
119,12397,670,715357,2024-10-17 20:15:00,5409,0,11995,22168,True,False,2,1,0,0,28,2024-10-19 04:31:44
120,12397,670,715353,2024-10-17 23:00:00,5567,0,10318,20293,False,True,1,3,0,0,28,2024-10-19 04:31:45
121,12397,670,715358,2024-10-18 18:00:00,3004,0,5570,7312,False,True,0,2,0,0,28,2024-10-19 04:32:33
122,12397,670,715352,2024-10-18 20:00:00,7698,0,10122,2680,False,True,0,1,0,0,28,2024-10-19 04:32:34
123,12397,670,715356,2024-10-18 22:30:00,5570,0,5567,3372,False,False,2,2,0,0,28,2024-10-25 04:28:22
124,12397,670,715355,2024-10-19 01:00:00,5409,0,21819,19433,True,False,1,0,0,0,28,2024-10-19 04:32:35
125,12397,670,715350,2024-10-19 17:45:00,6089,0,5267,2673,True,False,1,0,0,0,28,2024-10-22 22:40:22
126,12397,670,715351,2024-10-20 00:30:00,5095,0,2685,21314,True,False,2,1,0,0,28,2024-10-25 04:31:32
127,12397,670,715360,2024-10-22 18:00:00,6089,0,20293,21819,False,False,2,2,0,0,28,2024-10-25 04:35:51
128,12397,670,715366,2024-10-22 20:15:00,9883,0,22168,5567,True,False,2,1,0,0,28,2024-10-25 04:35:52
129,12397,670,715365,2024-10-22 23:00:00,5569,0,7312,10122,True,False,1,0,0,0,28,2024-10-24 00:36:58
130,12397,670,715361,2024-10-23 01:15:00,5580,0,2680,10318,True,False,2,1,0,0,28,2024-10-24 00:36:58
131,12397,670,715362,2024-10-23 20:15:00,8986,0,21314,11324,True,False,2,0,0,0,28,2024-10-25 04:36:29
132,12397,670,715363,2024-10-23 22:30:00,5409,0,3372,5267,True,False,3,0,0,0,28,2024-10-25 04:36:29
133,12397,670,715359,2024-10-24 01:00:00,5570,0,19433,11995,True,False,4,1,0,0,28,2024-10-25 04:36:30
134,12397,670,715364,2024-10-24 01:30:00,5210,0,2673,2685,True,False,2,1,0,0,28,2024-10-25 04:36:30
135,12397,670,715367,2024-10-24 20:00:00,7698,0,18153,5570,False,False,0,0,0,0,28,2024-10-25 04:37:10
136,12397,670,715374,2024-10-26 23:00:00,5409,0,21819,2680,False,True,1,2,0,0,28,2024-10-27 04:38:23
137,12397,670,715375,2024-10-27 00:30:00,5570,0,5567,19433,False,True,0,2,0,0,28,2024-10-31 04:32:07
138,12397,670,715370,2024-10-27 18:00:00,9474,0,11324,2673,False,True,0,12,0,0,28,2024-10-28 04:41:06
139,12397,670,715373,2024-10-27 18:00:00,3004,0,5570,10122,False,False,1,1,0,0,28,2024-10-28 04:41:05
140,12397,670,715372,2024-10-27 20:15:00,5567,0,10318,7312,False,True,2,4,0,0,28,2024-10-28 04:41:06
141,12397,670,715371,2024-10-27 23:00:00,5095,0,2685,3372,True,False,3,1,0,0,28,2024-10-28 04:41:07
142,12397,670,715368,2024-10-28 18:00:00,6089,0,5267,22168,True,False,1,0,0,0,28,2024-10-29 04:39:07
143,12397,670,715369,2024-10-28 20:30:00,7698,0,18153,21314,False,False,0,0,0,0,28,2024-10-31 04:35:02
144,12397,670,715376,2024-10-28 23:30:00,5409,0,11995,20293,False,True,0,1,0,0,28,2024-10-29 04:39:08
145,12397,670,715378,2024-10-31 22:30:00,5409,0,3372,11324,True,False,7,0,0,0,28,2024-11-01 04:37:36
146,12397,670,715377,2024-11-01 20:00:00,8986,0,21314,5570,True,False,1,0,0,0,28,2024-11-02 13:58:49
147,12397,670,715381,2024-11-02 20:15:00,7698,0,10122,10318,False,False,1,1,0,0,28,2024-11-03 13:02:01
148,12397,670,715382,2024-11-02 20:15:00,5570,0,19433,5267,False,False,2,2,0,0,28,2024-11-03 13:02:01
149,12397,670,715383,2024-11-02 20:15:00,6089,0,20293,5567,True,False,3,1,0,0,28,2024-11-03 13:02:00
150,12397,670,715385,2024-11-03 16:00:00,5414,0,2673,18153,True,False,3,0,0,0,28,2024-11-04 22:03:00
151,12397,670,715379,2024-11-03 20:00:00,9883,0,22168,2685,False,False,0,0,0,0,28,2024-11-05 22:07:47
152,12397,670,715380,2024-11-03 20:00:00,5569,0,7312,21819,False,False,1,1,0,0,28,2024-11-07 05:35:56
153,12397,670,715384,2024-11-03 20:00:00,5580,0,2680,11995,False,True,1,2,0,0,28,2024-11-04 22:03:00
1,12398,670,694670,2024-01-26 20:00:00,7698,0,10122,21819,True,False,1,0,0,0,28,2024-01-27 03:29:30
2,12398,670,694671,2024-01-27 00:00:00,5569,0,7312,11995,False,True,2,3,0,0,28,2024-02-06 03:27:14
3,12398,670,694669,2024-01-27 20:00:00,5414,0,2673,21314,True,False,6,2,0,0,28,2024-01-28 03:34:45
4,12398,670,694672,2024-01-27 22:30:00,5567,0,10318,5570,True,False,1,0,0,0,28,2024-01-28 03:34:46
5,12398,670,694673,2024-01-28 01:00:00,5409,0,3372,18153,True,False,1,0,0,0,28,2024-02-01 03:34:29
6,12398,670,694667,2024-01-28 19:30:00,6089,0,20293,5267,False,False,1,1,0,0,28,2024-01-29 03:34:22
7,12398,670,694668,2024-01-28 22:00:00,5570,0,19433,2685,False,True,0,4,0,0,28,2024-01-29 03:34:22
8,12398,670,694666,2024-01-29 01:00:00,5210,0,2680,5567,True,False,2,1,0,0,28,2024-01-29 03:34:23
9,12398,670,694665,2024-01-29 20:00:00,9883,0,22168,11324,True,False,2,1,0,0,28,2024-01-30 03:33:55
10,12398,670,696988,2024-02-02 20:00:00,5409,0,11995,10122,False,False,1,1,0,0,28,2024-02-03 03:36:42
11,12398,670,696989,2024-02-03 01:00:00,5570,0,5567,7312,True,False,3,2,0,0,28,2024-02-03 03:36:43
12,12398,670,696990,2024-02-03 20:00:00,8986,0,21314,3372,False,False,1,1,0,0,28,2024-02-06 03:36:29
13,12398,670,696991,2024-02-03 20:30:00,9474,0,11324,19433,False,False,2,2,0,0,28,2024-02-06 03:36:29
14,12398,670,696992,2024-02-04 01:00:00,5095,0,2685,20293,True,False,1,0,0,0,28,2024-02-06 03:36:30
15,12398,670,696993,2024-02-04 19:00:00,6089,0,5267,2680,False,True,0,2,0,0,28,2024-02-06 03:37:59
16,12398,670,696994,2024-02-04 21:00:00,3004,0,5570,2673,False,True,1,3,0,0,28,2024-02-06 03:37:59
17,12398,670,696995,2024-02-05 00:00:00,5409,0,21819,10318,False,True,0,2,0,0,28,2024-02-06 03:38:00
18,12398,670,696996,2024-02-05 20:00:00,7698,0,18153,22168,True,False,3,2,0,0,28,2024-02-07 03:38:44
19,12398,670,697778,2024-02-09 20:00:00,7698,0,10122,5567,True,False,4,0,0,0,28,2024-02-10 03:39:27
20,12398,670,697779,2024-02-10 00:00:00,5409,0,3372,2673,False,False,2,2,0,0,28,2024-02-10 03:39:28
21,12398,670,697780,2024-02-10 20:00:00,5569,0,7312,5267,True,False,1,0,0,0,28,2024-02-11 03:43:07
22,12398,670,697781,2024-02-10 20:30:00,5570,0,19433,18153,False,True,1,3,0,0,28,2024-02-11 03:43:07
23,12398,670,697782,2024-02-11 01:00:00,5210,0,2680,2685,False,True,0,1,0,0,28,2024-02-11 03:43:08
24,12398,670,697783,2024-02-11 20:00:00,9883,0,22168,21314,True,False,2,0,0,0,28,2024-02-12 03:42:08
25,12398,670,697784,2024-02-11 21:00:00,3004,0,5570,21819,True,False,2,0,0,0,28,2024-02-12 03:42:08
26,12398,670,697785,2024-02-11 23:00:00,5567,0,10318,11995,True,False,2,0,0,0,28,2024-02-12 03:42:09
27,12398,670,697786,2024-02-12 19:30:00,6089,0,20293,11324,True,False,1,0,0,0,28,2024-02-13 03:41:38
28,12398,670,698254,2024-02-16 01:00:00,5210,0,2673,22168,True,False,4,1,0,0,28,2024-02-16 03:43:17
29,12398,670,698255,2024-02-16 19:30:00,6089,0,5267,10122,True,False,2,0,0,0,28,2024-02-17 03:37:18
30,12398,670,698256,2024-02-17 20:00:00,8986,0,21314,19433,True,False,4,0,0,0,28,2024-02-18 03:47:20
31,12398,670,698257,2024-02-17 23:00:00,5409,0,11995,21819,True,False,1,0,0,0,28,2024-02-19 03:42:18
32,12398,670,698258,2024-02-18 01:00:00,5095,0,2685,7312,True,False,2,0,0,0,28,2024-02-20 03:42:17
33,12398,670,698259,2024-02-18 19:00:00,9474,0,11324,2680,False,True,1,3,0,0,28,2024-02-19 03:43:52
34,12398,670,698260,2024-02-18 22:00:00,5409,0,3372,5570,True,False,3,2,0,0,28,2024-02-19 03:43:52
35,12398,670,698261,2024-02-19 00:30:00,5570,0,5567,10318,False,False,1,1,0,0,28,2024-02-19 03:43:52
36,12398,670,698262,2024-02-19 20:00:00,7698,0,18153,20293,False,False,2,2,0,0,28,2024-02-23 03:44:20
37,12398,670,699032,2024-02-23 20:00:00,5567,0,10318,5267,True,False,4,0,0,0,28,2024-02-24 03:45:56
38,12398,670,699033,2024-02-24 20:00:00,3004,0,5570,11995,True,False,3,0,0,0,28,2024-02-25 03:48:13
39,12398,670,699034,2024-02-24 20:00:00,7698,0,10122,2685,False,False,0,0,0,0,28,2024-02-25 03:48:14
40,12398,670,699035,2024-02-24 22:30:00,5569,0,7312,11324,True,False,2,1,0,0,28,2024-02-25 03:48:14
41,12398,670,699036,2024-02-24 23:15:00,5570,0,19433,2673,False,True,0,4,0,0,28,2024-02-25 03:48:15
42,12398,670,699037,2024-02-25 18:45:00,6547,0,20293,21314,False,False,2,2,0,0,28,2024-02-26 03:48:48
43,12398,670,699038,2024-02-25 21:00:00,6090,0,2680,18153,True,False,5,1,0,0,28,2024-02-26 03:48:49
44,12398,670,699039,2024-02-26 00:00:00,5409,0,21819,5567,True,False,2,0,0,0,28,2024-02-26 03:48:49
45,12398,670,699040,2024-02-26 20:00:00,9883,0,22168,3372,False,True,1,2,0,0,28,2024-02-27 03:44:22
46,12398,670,699081,2024-02-29 19:15:00,6089,0,5267,21819,True,False,3,0,0,0,28,2024-03-01 03:45:41
47,12398,670,699082,2024-03-01 20:00:00,8986,0,21314,2680,True,False,2,0,0,0,28,2024-03-02 03:47:02
48,12398,670,699083,2024-03-02 01:30:00,5095,0,2685,10318,True,False,2,0,0,0,28,2024-03-03 03:47:16
49,12398,670,699084,2024-03-02 18:15:00,5414,0,2673,20293,True,False,1,0,0,0,28,2024-03-03 03:49:54
50,12398,670,699085,2024-03-02 20:45:00,6528,2086,18153,7312,False,False,0,0,0,0,28,2024-03-03 03:49:54
51,12398,670,699086,2024-03-03 00:00:00,5570,0,5567,11995,False,False,2,2,0,0,28,2024-03-03 03:49:55
52,12398,670,699087,2024-03-03 20:00:00,9883,0,22168,5570,True,False,2,0,0,0,28,2024-03-04 03:45:39
53,12398,670,699088,2024-03-04 00:00:00,5409,0,3372,19433,False,False,2,2,0,0,28,2024-03-04 03:45:39
54,12398,670,699089,2024-03-04 19:00:00,9474,0,11324,10122,True,False,2,0,0,0,28,2024-03-05 03:45:20
55,12398,670,699173,2024-03-07 20:00:00,5409,0,11995,5267,True,False,2,0,0,0,28,2024-03-08 03:46:09
56,12398,670,699174,2024-03-08 20:00:00,7698,0,10122,18153,False,True,2,3,0,0,28,2024-03-09 03:47:41
57,12398,670,699175,2024-03-09 01:00:00,5409,0,21819,2685,False,False,2,2,0,0,28,2024-03-09 03:47:42
58,12398,670,699176,2024-03-09 18:15:00,6089,0,20293,3372,False,False,1,1,0,0,28,2024-03-12 02:44:44
59,12398,670,699177,2024-03-09 20:30:00,5569,0,7312,21314,True,False,3,1,0,0,28,2024-03-10 03:51:04
60,12398,670,699178,2024-03-09 21:00:00,5570,0,19433,22168,True,False,2,1,0,0,28,2024-03-10 03:51:04
61,12398,670,699179,2024-03-10 01:00:00,5210,0,2680,2673,False,True,1,2,0,0,28,2024-03-12 02:44:46
62,12398,670,699180,2024-03-10 20:00:00,3004,0,5570,5567,True,False,2,0,0,0,28,2024-03-12 02:47:06
63,12398,670,699181,2024-03-10 20:00:00,5567,0,10318,11324,False,False,2,2,0,0,28,2024-03-11 02:48:36
64,12398,670,699187,2024-03-13 01:30:00,5095,0,2685,11995,True,False,1,0,0,0,28,2024-03-14 02:49:41
65,12398,670,699190,2024-03-13 23:30:00,5409,0,3372,2680,True,False,2,1,0,0,28,2024-03-17 02:48:00
66,12398,670,699186,2024-03-14 02:00:00,5210,0,2673,7312,False,True,1,2,0,0,28,2024-03-14 02:50:06
67,12398,670,699192,2024-03-14 18:30:00,6089,0,5267,5567,False,False,1,1,0,0,28,2024-03-14 02:51:48
68,12398,670,699189,2024-03-14 20:45:00,7698,0,18153,10318,True,False,3,2,0,0,28,2024-03-14 02:51:49
69,12398,670,699191,2024-03-15 00:00:00,5570,0,19433,5570,True,False,1,0,0,0,28,2024-03-14 02:51:50
70,12398,670,699194,2024-03-15 18:15:00,9474,0,11324,21819,False,True,0,4,0,0,28,2024-03-16 02:47:18
71,12398,670,699188,2024-03-15 20:30:00,9883,0,22168,20293,False,True,0,1,0,0,28,2024-03-19 02:40:15
72,12398,670,699193,2024-03-16 20:00:00,8986,0,21314,10122,True,False,2,1,0,0,28,2024-03-17 02:52:08
73,12398,670,699199,2024-03-28 20:00:00,5409,0,21819,18153,False,True,1,2,0,0,28,2024-03-29 02:42:51
74,12398,670,699195,2024-03-29 01:00:00,5580,0,2680,22168,True,False,3,0,0,0,28,2024-03-30 02:41:32
75,12398,670,699197,2024-03-30 00:00:00,5409,0,11995,11324,True,False,1,0,0,0,28,2024-03-31 02:43:56
76,12398,670,699196,2024-03-30 19:15:00,6089,0,20293,19433,True,False,3,0,0,0,28,2024-03-31 02:46:01
77,12398,670,699200,2024-03-30 21:45:00,5569,0,7312,3372,True,False,2,0,0,0,28,2024-03-31 02:46:01
78,12398,670,699198,2024-03-31 01:00:00,5570,0,5567,2685,False,False,0,0,0,0,28,2024-03-31 02:46:02
79,12398,670,699202,2024-03-31 18:00:00,5567,0,10318,21314,False,True,0,2,0,0,28,2024-03-31 02:47:16
80,12398,670,699201,2024-03-31 20:00:00,3004,0,5570,5267,False,False,0,0,0,0,28,2024-03-31 02:47:17
81,12398,670,699203,2024-03-31 20:30:00,7698,0,10122,2673,False,True,1,2,0,0,28,2024-03-31 02:47:17
82,12398,670,699210,2024-04-05 19:30:00,6089,0,20293,5570,False,False,0,0,0,0,28,2024-03-31 02:51:01
83,12398,670,699204,2024-04-06 01:30:00,5095,0,2685,5267,True,False,1,0,0,0,28,2024-03-31 02:51:02
84,12398,670,699206,2024-04-06 18:00:00,9883,0,22168,7312,False,False,2,2,0,0,28,2024-03-31 02:53:32
85,12398,670,699208,2024-04-06 20:30:00,9474,0,11324,5567,False,False,2,2,0,0,28,2024-03-31 02:53:33
86,12398,670,699209,2024-04-06 22:30:00,5570,0,19433,2680,False,True,0,4,0,0,28,2024-03-31 02:53:34
87,12398,670,699212,2024-04-07 00:30:00,5409,0,3372,10122,False,False,1,1,0,0,28,2024-03-31 02:53:34
88,12398,670,699211,2024-04-07 18:00:00,8986,0,21314,21819,False,False,2,2,0,0,28,2024-03-31 02:55:05
89,12398,670,699205,2024-04-07 20:30:00,5414,0,2673,10318,True,False,4,0,0,0,28,2024-03-31 02:55:05
90,12398,670,699207,2024-04-08 20:00:00,7698,0,18153,11995,False,True,0,1,0,0,28,2024-03-31 02:55:57
91,12398,670,699213,2024-04-12 20:00:00,5567,0,10318,3372,False,True,1,2,0,0,28,2024-03-31 02:58:04
92,12398,670,699220,2024-04-13 19:30:00,6089,0,5267,11324,True,False,2,0,0,0,28,2024-03-31 02:58:00
93,12398,670,699215,2024-04-13 22:00:00,5569,0,7312,19433,True,False,2,0,0,0,28,2024-03-31 02:58:03
